x,y,frac_agn,f_mean,f_median,f_std,f_var
-2.25,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-2.2,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-2.1500000000000004,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-2.1000000000000005,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-2.0500000000000007,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-2.000000000000001,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-1.950000000000001,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-1.9000000000000012,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-1.8500000000000014,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-1.8000000000000016,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-1.7500000000000018,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
-1.700000000000002,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166, 0.0019807923169267707, 0.002376950780312125, 0.002773109243697479, 0.003169267707082833, 0.0035654261704681873, 0.0039615846338535415, 0.004357743097238896, 0.00475390156062425, 0.005150060024009604, 0.005546218487394958, 0.005942376950780312, 0.006338535414165666, 0.0067346938775510205, 0.007130852340936375, 0.007527010804321729]",0.003763505402160865,0.0037635054021608644,0.0022843611382000976,5.218305809718845e-06
