x,y,frac_agn,f_mean,f_median,f_std,f_var
-2.25,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-2.2,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-2.1500000000000004,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-2.1000000000000005,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-2.0500000000000007,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-2.000000000000001,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.950000000000001,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.9000000000000012,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.8500000000000014,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.8000000000000016,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.7500000000000018,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.700000000000002,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.6500000000000021,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.6000000000000023,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.5500000000000025,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.5000000000000027,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.4500000000000028,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.400000000000003,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.3500000000000032,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
-1.3000000000000034,-1.25,"[0.0, 0.00039615846338535415, 0.0007923169267707083, 0.0011884753901560624, 0.0015846338535414166]",0.0007923169267707083,0.0007923169267707083,0.0005602526717684531,3.1388305622369e-07
